dataset,dataset_label,model_label,model_id,interface_name,interface_label,train_size,rank,updates,exact_match,f1,answer_contained,avg_prompt_tokens,truncated_count,source_summary,error
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first,Support first,1000,8,63,0.28,0.379972,0.293333,2379.49,28,experiments/outputs/rank_sweep/musique_1b_r8_n1000_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_supporting_paragraphs,Oracle support,2000,8,125,0.383333,0.518424,0.4,396.36,0,experiments/outputs/rank_sweep/musique_1b_r8_n2000_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_context,Raw context,2000,8,125,0.14,0.23913,0.146667,2379.49,28,experiments/outputs/rank_sweep/musique_1b_r8_n2000_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first,Support first,2000,8,125,0.31,0.412583,0.326667,2379.49,28,experiments/outputs/rank_sweep/musique_1b_r8_n2000_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_supporting_paragraphs,Oracle support,4000,8,250,0.446667,0.559893,0.473333,396.36,0,experiments/outputs/rank_sweep/musique_1b_r8_n4000_core_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_context,Raw context,4000,8,250,0.196667,0.299473,0.213333,2379.49,28,experiments/outputs/rank_sweep/musique_1b_r8_n4000_core_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_crossenc_top5docs,Cross-enc top-5,4000,8,250,0.153333,0.263888,0.166667,676.01,0,experiments/outputs/rank_sweep/musique_1b_r8_n4000_core_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first,Support first,4000,8,250,0.35,0.458795,0.363333,2379.49,28,experiments/outputs/rank_sweep/musique_1b_r8_n4000_core_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_crossenc_top5docs,Cross-enc top-5,500,8,32,0.09,0.17084,0.1,676.01,0,experiments/outputs/rank_sweep/musique_1b_r8_n500_crossenc_top5_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,gold_supporting_paragraphs,Oracle support,500,8,32,0.27,0.37481,0.293333,396.36,0,experiments/outputs/rank_sweep/musique_1b_r8_n500_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,no_context,No context,500,8,32,0.016667,0.085121,0.023333,68.27,0,experiments/outputs/rank_sweep/musique_1b_r8_n500_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_bm25_top5docs,BM25 top-5,500,8,32,0.06,0.120227,0.063333,664.87,0,experiments/outputs/rank_sweep/musique_1b_r8_n500_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_context,Raw context,500,8,32,0.083333,0.150686,0.093333,2379.49,28,experiments/outputs/rank_sweep/musique_1b_r8_n500_summary.json,
musique,MuSiQue,Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,raw_support_first,Support first,500,8,32,0.253333,0.35039,0.27,2379.49,28,experiments/outputs/rank_sweep/musique_1b_r8_n500_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,gold_supporting_paragraphs,Oracle support,1000,8,63,0.463333,0.584024,0.506667,396.36,0,experiments/outputs/rank_sweep/musique_3b_r8_n1000_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_context,Raw context,1000,8,63,0.253333,0.344122,0.256667,2379.49,28,experiments/outputs/rank_sweep/musique_3b_r8_n1000_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_support_first,Support first,1000,8,63,0.39,0.50125,0.423333,2379.49,28,experiments/outputs/rank_sweep/musique_3b_r8_n1000_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,gold_supporting_paragraphs,Oracle support,2000,8,125,0.493333,0.62109,0.536667,396.36,0,experiments/outputs/rank_sweep/musique_3b_r8_n2000_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_context,Raw context,2000,8,125,0.323333,0.420725,0.336667,2379.49,28,experiments/outputs/rank_sweep/musique_3b_r8_n2000_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_support_first,Support first,2000,8,125,0.44,0.54752,0.463333,2379.49,28,experiments/outputs/rank_sweep/musique_3b_r8_n2000_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,gold_supporting_paragraphs,Oracle support,4000,8,250,0.563333,0.661134,0.59,396.36,0,experiments/outputs/rank_sweep/musique_3b_r8_n4000_core_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_context,Raw context,4000,8,250,0.406667,0.506597,0.426667,2379.49,28,experiments/outputs/rank_sweep/musique_3b_r8_n4000_core_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_crossenc_top5docs,Cross-enc top-5,4000,8,250,0.256667,0.37957,0.273333,676.01,0,experiments/outputs/rank_sweep/musique_3b_r8_n4000_core_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_support_first,Support first,4000,8,250,0.483333,0.586953,0.496667,2379.49,28,experiments/outputs/rank_sweep/musique_3b_r8_n4000_core_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_crossenc_top5docs,Cross-enc top-5,500,8,32,0.183333,0.276086,0.196667,676.01,0,experiments/outputs/rank_sweep/musique_3b_r8_n500_crossenc_top5_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,gold_supporting_paragraphs,Oracle support,500,8,32,0.4,0.521982,0.446667,396.36,0,experiments/outputs/rank_sweep/musique_3b_r8_n500_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,no_context,No context,500,8,32,0.036667,0.119708,0.04,68.27,0,experiments/outputs/rank_sweep/musique_3b_r8_n500_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_bm25_top5docs,BM25 top-5,500,8,32,0.11,0.185449,0.116667,664.87,0,experiments/outputs/rank_sweep/musique_3b_r8_n500_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_context,Raw context,500,8,32,0.176667,0.258979,0.186667,2379.49,28,experiments/outputs/rank_sweep/musique_3b_r8_n500_summary.json,
musique,MuSiQue,Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,raw_support_first,Support first,500,8,32,0.35,0.466741,0.38,2379.49,28,experiments/outputs/rank_sweep/musique_3b_r8_n500_summary.json,
musique,MuSiQue,Gemma-2-9B,google/gemma-2-9b-it,raw_support_first,Support first,1000,8,63,0.536667,0.63359,0.57,2405.59,32,experiments/outputs/rank_sweep/musique_gemma2_9b_r8_n1000_raw_support_first_retry_summary.json,
musique,MuSiQue,Gemma-2-9B,google/gemma-2-9b-it,gold_supporting_paragraphs,Oracle support,1000,8,63,0.643333,0.74739,0.676667,378.78,0,experiments/outputs/rank_sweep/musique_gemma2_9b_r8_n1000_short_interfaces_summary.json,
musique,MuSiQue,Gemma-2-9B,google/gemma-2-9b-it,no_context,No context,1000,8,63,0.063333,0.165545,0.08,44.08,0,experiments/outputs/rank_sweep/musique_gemma2_9b_r8_n1000_short_interfaces_summary.json,
musique,MuSiQue,Gemma-2-9B,google/gemma-2-9b-it,raw_crossenc_top5docs,Cross-enc top-5,1000,8,63,0.316667,0.445774,0.35,667.29,0,experiments/outputs/rank_sweep/musique_gemma2_9b_r8_n1000_short_interfaces_summary.json,
musique,MuSiQue,Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,raw_context,Raw context,1000,8,63,0.41,0.50478,0.44,2379.49,28,experiments/outputs/rank_sweep/musique_llama31_8b_r8_n1000_long_interfaces_summary.json,
musique,MuSiQue,Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,raw_support_first,Support first,1000,8,63,0.51,0.619419,0.54,2379.49,28,experiments/outputs/rank_sweep/musique_llama31_8b_r8_n1000_long_interfaces_summary.json,
musique,MuSiQue,Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,gold_supporting_paragraphs,Oracle support,1000,8,63,0.563333,0.685295,0.613333,396.36,0,experiments/outputs/rank_sweep/musique_llama31_8b_r8_n1000_short_interfaces_summary.json,
musique,MuSiQue,Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,no_context,No context,1000,8,63,0.036667,0.129619,0.04,68.27,0,experiments/outputs/rank_sweep/musique_llama31_8b_r8_n1000_short_interfaces_summary.json,
musique,MuSiQue,Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,raw_crossenc_top5docs,Cross-enc top-5,1000,8,63,0.256667,0.390048,0.283333,676.01,0,experiments/outputs/rank_sweep/musique_llama31_8b_r8_n1000_short_interfaces_summary.json,
musique,MuSiQue,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.3,raw_context,Raw context,1000,8,63,0.32,0.40404,0.333333,2649.96,78,experiments/outputs/rank_sweep/musique_mistral7b_r8_n1000_long_interfaces_summary.json,
musique,MuSiQue,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.3,raw_support_first,Support first,1000,8,63,0.41,0.505961,0.433333,2649.96,78,experiments/outputs/rank_sweep/musique_mistral7b_r8_n1000_long_interfaces_summary.json,
musique,MuSiQue,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.3,gold_supporting_paragraphs,Oracle support,1000,8,63,0.54,0.65933,0.606667,424.9,0,experiments/outputs/rank_sweep/musique_mistral7b_r8_n1000_short_interfaces_summary.json,
musique,MuSiQue,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.3,no_context,No context,1000,8,63,0.046667,0.134673,0.056667,42.13,0,experiments/outputs/rank_sweep/musique_mistral7b_r8_n1000_short_interfaces_summary.json,
musique,MuSiQue,Mistral-7B,mistralai/Mistral-7B-Instruct-v0.3,raw_crossenc_top5docs,Cross-enc top-5,1000,8,63,0.27,0.407459,0.303333,747.4,0,experiments/outputs/rank_sweep/musique_mistral7b_r8_n1000_short_interfaces_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,gold_supporting_paragraphs,Oracle support,1000,8,63,0.563333,0.688833,0.616667,404.9,0,experiments/outputs/rank_sweep/musique_qwen14b_r8_n1000_gold_supporting_paragraphs_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,no_context,No context,1000,8,63,0.056667,0.135933,0.063333,61.48,0,experiments/outputs/rank_sweep/musique_qwen14b_r8_n1000_no_context_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_context,Raw context,1000,8,63,0.4,0.511508,0.423333,2473.21,37,experiments/outputs/rank_sweep/musique_qwen14b_r8_n1000_raw_context_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_crossenc_top5docs,Cross-enc top-5,1000,8,63,0.303333,0.422237,0.326667,699.58,0,experiments/outputs/rank_sweep/musique_qwen14b_r8_n1000_raw_crossenc_top5docs_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_support_first,Support first,1000,8,63,0.476667,0.576731,0.5,2473.21,37,experiments/outputs/rank_sweep/musique_qwen14b_r8_n1000_raw_support_first_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,gold_supporting_paragraphs,Oracle support,2000,8,125,0.59,0.692406,0.613333,404.9,0,experiments/outputs/rank_sweep/musique_qwen14b_r8_n2000_gold_supporting_paragraphs_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,no_context,No context,2000,8,125,0.07,0.143999,0.07,61.48,0,experiments/outputs/rank_sweep/musique_qwen14b_r8_n2000_no_context_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_bm25_order,BM25 order,2000,8,125,0.45,0.538993,0.47,2473.23,37,experiments/outputs/rank_sweep/musique_qwen14b_r8_n2000_raw_bm25_order_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_bm25_top5docs,BM25 top-5,2000,8,125,0.28,0.377041,0.3,685.58,0,experiments/outputs/rank_sweep/musique_qwen14b_r8_n2000_raw_bm25_top5docs_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_context,Raw context,2000,8,125,0.463333,0.562185,0.483333,2473.21,37,experiments/outputs/rank_sweep/musique_qwen14b_r8_n2000_raw_context_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_crossenc_order,Cross-enc order,2000,8,125,0.42,0.521894,0.44,2473.22,37,experiments/outputs/rank_sweep/musique_qwen14b_r8_n2000_raw_crossenc_order_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_crossenc_top3docs,Cross-enc top-3,2000,8,125,0.273333,0.379344,0.29,447.54,0,experiments/outputs/rank_sweep/musique_qwen14b_r8_n2000_raw_crossenc_top3docs_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_crossenc_top5docs,Cross-enc top-5,2000,8,125,0.33,0.437418,0.343333,699.58,0,experiments/outputs/rank_sweep/musique_qwen14b_r8_n2000_raw_crossenc_top5docs_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_support_first,Support first,2000,8,125,0.506667,0.616725,0.54,2473.21,37,experiments/outputs/rank_sweep/musique_qwen14b_r8_n2000_raw_support_first_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,gold_supporting_paragraphs,Oracle support,4000,8,250,0.643333,0.747037,0.676667,404.9,0,experiments/outputs/rank_sweep/musique_qwen14b_r8_n4000_gold_supporting_paragraphs_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_context,Raw context,4000,8,250,0.47,0.580845,0.496667,2473.21,37,experiments/outputs/rank_sweep/musique_qwen14b_r8_n4000_raw_context_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_crossenc_top5docs,Cross-enc top-5,4000,8,250,0.34,0.459478,0.366667,699.58,0,experiments/outputs/rank_sweep/musique_qwen14b_r8_n4000_raw_crossenc_top5docs_summary.json,
musique,MuSiQue,Qwen2.5-Coder-14B,Qwen/Qwen2.5-Coder-14B-Instruct,raw_support_first,Support first,4000,8,250,0.563333,0.650864,0.586667,2473.21,37,experiments/outputs/rank_sweep/musique_qwen14b_r8_n4000_raw_support_first_summary.json,
musique,MuSiQue,Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,gold_supporting_paragraphs,Oracle support,1000,8,63,0.53,0.644791,0.576667,404.9,0,experiments/outputs/rank_sweep/musique_qwen7b_r8_n1000_gold_supporting_paragraphs_summary.json,
musique,MuSiQue,Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,no_context,No context,1000,8,63,0.033333,0.103897,0.036667,61.48,0,experiments/outputs/rank_sweep/musique_qwen7b_r8_n1000_no_context_summary.json,
musique,MuSiQue,Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,raw_context,Raw context,1000,8,63,0.336667,0.433929,0.38,2473.21,37,experiments/outputs/rank_sweep/musique_qwen7b_r8_n1000_raw_context_summary.json,
musique,MuSiQue,Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,raw_crossenc_top5docs,Cross-enc top-5,1000,8,63,0.226667,0.348059,0.26,699.58,0,experiments/outputs/rank_sweep/musique_qwen7b_r8_n1000_raw_crossenc_top5docs_summary.json,
musique,MuSiQue,Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,raw_support_first,Support first,1000,8,63,0.466667,0.560099,0.503333,2473.21,37,experiments/outputs/rank_sweep/musique_qwen7b_r8_n1000_raw_support_first_summary.json,
